Symbol,Count,Probability,InverseProbability,MutualInformation,Entropy,Code,CodeLength,TotalBits,AvgCodeLength
x,4,0.002304147465437788,434.0,8.761551232444479,0.020187906065540273,111101110,9,36,0.020737327188940093
-,4,0.002304147465437788,434.0,8.761551232444479,0.020187906065540273,111101111,9,36,0.020737327188940093
ó,4,0.002304147465437788,434.0,8.761551232444479,0.020187906065540273,111110000,9,36,0.020737327188940093
"""",4,0.002304147465437788,434.0,8.761551232444479,0.020187906065540273,111110001,9,36,0.020737327188940093
/,3,0.0017281105990783411,578.6666666666666,9.176588731723323,0.015858160250673946,111110010,9,27,0.01555299539170507
Y,3,0.0017281105990783411,578.6666666666666,9.176588731723323,0.015858160250673946,111110011,9,27,0.01555299539170507
—,3,0.0017281105990783411,578.6666666666666,9.176588731723323,0.015858160250673946,111110100,9,27,0.01555299539170507
U,3,0.0017281105990783411,578.6666666666666,9.176588731723323,0.015858160250673946,111110101,9,27,0.01555299539170507
@,3,0.0017281105990783411,578.6666666666666,9.176588731723323,0.015858160250673946,111110110,9,27,0.01555299539170507
',2,0.001152073732718894,868.0,9.761551232444479,0.01124602676548903,1111101110,10,20,0.01152073732718894
O,2,0.001152073732718894,868.0,9.761551232444479,0.01124602676548903,1111101111,10,20,0.01152073732718894
G,2,0.001152073732718894,868.0,9.761551232444479,0.01124602676548903,111111000,9,18,0.010368663594470046
E,2,0.001152073732718894,868.0,9.761551232444479,0.01124602676548903,1111110010,10,20,0.01152073732718894
í,2,0.001152073732718894,868.0,9.761551232444479,0.01124602676548903,1111110011,10,20,0.01152073732718894
N,2,0.001152073732718894,868.0,9.761551232444479,0.01124602676548903,111111010,9,18,0.010368663594470046
T,2,0.001152073732718894,868.0,9.761551232444479,0.01124602676548903,1111110110,10,20,0.01152073732718894
F,2,0.001152073732718894,868.0,9.761551232444479,0.01124602676548903,1111110111,10,20,0.01152073732718894
2,2,0.001152073732718894,868.0,9.761551232444479,0.01124602676548903,1111111000,10,20,0.01152073732718894
(,1,0.000576036866359447,1736.0,10.761551232444479,0.0061990502491039625,1111111001,10,10,0.00576036866359447
),1,0.000576036866359447,1736.0,10.761551232444479,0.0061990502491039625,11111110100,11,11,0.006336405529953917
j,1,0.000576036866359447,1736.0,10.761551232444479,0.0061990502491039625,11111110101,11,11,0.006336405529953917
R,1,0.000576036866359447,1736.0,10.761551232444479,0.0061990502491039625,11111110110,11,11,0.006336405529953917
B,1,0.000576036866359447,1736.0,10.761551232444479,0.0061990502491039625,11111110111,11,11,0.006336405529953917
L,1,0.000576036866359447,1736.0,10.761551232444479,0.0061990502491039625,1111111100,10,10,0.00576036866359447
H,1,0.000576036866359447,1736.0,10.761551232444479,0.0061990502491039625,11111111010,11,11,0.006336405529953917
é,1,0.000576036866359447,1736.0,10.761551232444479,0.0061990502491039625,11111111011,11,11,0.006336405529953917
¡,1,0.000576036866359447,1736.0,10.761551232444479,0.0061990502491039625,11111111100,11,11,0.006336405529953917
©,1,0.000576036866359447,1736.0,10.761551232444479,0.0061990502491039625,11111111101,11,11,0.006336405529953917
0,1,0.000576036866359447,1736.0,10.761551232444479,0.0061990502491039625,11111111110,11,11,0.006336405529953917
5,1,0.000576036866359447,1736.0,10.761551232444479,0.0061990502491039625,11111111111,11,11,0.006336405529953917
